Section,Question,Answer
International Banking,What is a usance LC?,"A usance (deferred payment) LC allows the importer to pay after a set period (30, 60, or 90 days) after shipment documents are presented."
International Banking,What is a bank guarantee in international trade?,"A bank guarantee assures the overseas buyer or seller that if the Indian party fails to meet its contractual commitment, the bank will pay the guaranteed amount."
International Banking,What is foreign currency non-repatriable (FCNR) vs NRE?,"FCNR deposits are in foreign currency, protecting against exchange risk. NRE deposits are in rupees, so exchange rate applies on deposit and withdrawal."
International Banking,What is the impact of RBI intervention in forex market?,RBI buys or sells dollars to manage extreme rupee volatility. Buying dollars weakens the rupee; selling dollars strengthens it.
International Banking,What is hawala?,"Hawala is an informal, illegal money transfer system operating outside the formal banking system. It's banned in India as it facilitates money laundering and tax evasion."
International Banking,What is money laundering?,"Money laundering is the process of disguising illegally obtained funds as legitimate income, often involving multiple bank transactions across countries."
International Banking,What is a sanctions screening in banking?,"Banks screen transactions and customers against government and global sanction lists (OFAC, UN) to prevent financial dealings with sanctioned individuals or countries."
International Banking,What is de-dollarization?,"De-dollarization is the effort by countries to reduce dependence on the US dollar for trade, reserves, and financial transactions, using local or alternative currencies instead."
International Banking,What is a digital currency for international payments?,"Central banks are exploring CBDCs for cross-border transactions that could be faster and cheaper than SWIFT, reducing reliance on correspondent banking."
International Banking,What is a currency peg?,A currency peg is when a country fixes its exchange rate to a major currency like the US dollar. It provides stability but limits monetary policy flexibility.
International Banking,What is the special drawing right (SDR)?,"SDR is an international reserve asset created by the IMF. Its value is based on a basket of major currencies (USD, EUR, CNY, JPY, GBP). India holds SDRs as part of forex reserves."
International Banking,What is the International Monetary Fund?,"The IMF is an international organization that provides financial assistance and policy advice to countries facing balance of payments crises, promoting global economic stability."
International Banking,What is the World Bank?,"The World Bank provides loans and grants to developing countries for development projects — infrastructure, education, health — to reduce poverty."
International Banking,What is ADB?,"Asian Development Bank (ADB) provides loans, grants, and technical assistance to Asian countries, focusing on infrastructure, energy, and sustainable development."
International Banking,What is the BIS?,Bank for International Settlements (BIS) is a global institution owned by central banks that promotes international monetary cooperation and acts as a bank for central banks.
International Banking,What is G20 and its banking relevance?,"G20 is a forum of the world's 20 largest economies. It discusses financial regulation, tax policy, global banking rules (Basel), and economic coordination between nations."
International Banking,What is a bilateral currency swap?,A bilateral currency swap is an agreement between two central banks to exchange currencies up to a set limit to support each other during liquidity crises without needing US dollars.
International Banking,What is a euro bond?,A eurobond is a bond issued by a company or government in a currency different from the country where it's issued — like an Indian company issuing USD bonds in London.
International Banking,What is a masala bond?,"A masala bond is a rupee-denominated bond issued by an Indian entity in overseas markets. Foreign investors take the currency risk, and India gets foreign funds in rupees."
International Banking,What is an offshore banking unit?,OBU is a special bank branch in India's special economic zones (SEZs) that can conduct banking transactions in foreign currencies with non-resident entities.
International Banking,What is a free trade zone banking?,Banks in free trade zones or SEZs operate under relaxed regulations to attract foreign business and facilitate international trade finance.
International Banking,What is the rupee trade settlement mechanism?,"India allows bilateral trade settlement in rupees with several countries. The exporter/importer gets paid in rupees instead of converting to dollars, simplifying trade."
